[590, 396]
[section-title, [66.0, 95.0, 101.0, 30.0], 89z862Mavo, 6513413]
[paragraph, [67.0, 142.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 160.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 178.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 196.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 214.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 232.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 250.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 268.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 286.0, 299.0, 18.0], VzFijmSqUz, 6513413]
[paragraph, [67.0, 309.0, 298.0, 18.0], TZoins0W8e, 6513413]
[paragraph, [67.0, 346.0, 297.0, 18.0], l01J9QeolF, 6513413]
[paragraph, [67.0, 364.0, 297.0, 18.0], l01J9QeolF, 6513413]
[paragraph, [68.0, 408.0, 293.0, 18.0], EvCUfoRIlQ, 6513413]
[paragraph, [92.0, 448.0, 159.0, 18.0], Lx4_clF2gT, 6513413]
[paragraph, [67.0, 468.0, 302.0, 18.0], bxhgicLMOt, 6513413]
[paragraph, [67.0, 486.0, 302.0, 18.0], bxhgicLMOt, 6513413]
[folio, [88.0, 537.0, 93.0, 18.0], uMqvegjxha, 6513413]
