[975, 571]
[section-title, [2.0, 108.0, 554.0, 30.0], shoonya_0sEHUXZO50CU9B, 5775965]
[section-title, [2.0, 138.0, 554.0, 30.0], shoonya_0sEHUXZO50CU9B, 5775965]
[section-title, [2.0, 168.0, 554.0, 30.0], shoonya_0sEHUXZO50CU9B, 5775965]
[paragraph, [24.0, 227.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 245.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 263.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 281.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 299.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 317.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 335.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 353.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 371.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 389.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 407.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 425.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 443.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 461.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 479.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 497.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 515.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 533.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 551.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 569.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 587.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 605.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 623.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 641.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 659.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 677.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 695.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 713.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 731.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [24.0, 749.0, 543.0, 18.0], Z9gKK2uT9N, 5775965]
[paragraph, [284.0, 756.0, 232.0, 18.0], 3NImwPDhnu, 5775965]
[author, [480.0, 781.0, 73.0, 18.0], BAlHQ-FNc9, 5775965]
