[1613, 1152]
[folio, [486.0, 81.0, 179.0, 36.0], WDGIQtWPPc, 5722737]
[paragraph, [594.0, 129.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 165.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 201.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 237.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 273.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 309.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 345.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 381.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 417.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 453.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 489.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 525.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 561.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 597.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 633.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 669.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 705.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 741.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 777.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 813.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 849.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [594.0, 885.0, 473.0, 36.0], shoonya_1sKHCFV64O8GYS, 5722737]
[paragraph, [85.0, 521.0, 473.0, 36.0], shoonya_5sJBH7IZEWFM4D, 5722737]
[paragraph, [85.0, 557.0, 473.0, 36.0], shoonya_5sJBH7IZEWFM4D, 5722737]
[paragraph, [85.0, 593.0, 473.0, 36.0], shoonya_5sJBH7IZEWFM4D, 5722737]
[paragraph, [85.0, 629.0, 473.0, 36.0], shoonya_5sJBH7IZEWFM4D, 5722737]
[paragraph, [85.0, 665.0, 473.0, 36.0], shoonya_5sJBH7IZEWFM4D, 5722737]
[paragraph, [84.0, 706.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 742.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 778.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 814.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 850.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 886.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 922.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 958.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 994.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1030.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1066.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1102.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1138.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1174.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1210.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [84.0, 1246.0, 474.0, 36.0], shoonya_2sBGT6QMZKVLHL, 5722737]
[paragraph, [593.0, 939.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 975.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1011.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1047.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1083.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1119.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1155.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1191.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1227.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1263.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1299.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1335.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1371.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [593.0, 1407.0, 474.0, 36.0], shoonya_0sOYCLN6KTUGM0, 5722737]
[paragraph, [84.0, 1305.0, 473.0, 36.0], shoonya_3sTX2YR9FC5BGE, 5722737]
[paragraph, [84.0, 1341.0, 473.0, 36.0], shoonya_3sTX2YR9FC5BGE, 5722737]
[paragraph, [84.0, 1377.0, 473.0, 36.0], shoonya_3sTX2YR9FC5BGE, 5722737]
[paragraph, [84.0, 1413.0, 473.0, 36.0], shoonya_3sTX2YR9FC5BGE, 5722737]
[contact-info, [208.0, 1539.0, 176.0, 36.0], kwe2iiiHY4, 5722737]
