[2339, 1653]
[folio, [1189.0, 308.0, 310.0, 36.0], q4FuEMbK5y, 5738076]
[paragraph, [902.0, 373.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [902.0, 409.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [902.0, 445.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [902.0, 481.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [902.0, 517.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [902.0, 553.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [902.0, 589.0, 608.0, 36.0], 8_ahTCDjSE, 5738076]
[paragraph, [235.0, 392.0, 583.0, 36.0], LjtXBiUTGE, 5738076]
[paragraph, [235.0, 428.0, 583.0, 36.0], LjtXBiUTGE, 5738076]
[paragraph, [235.0, 464.0, 583.0, 36.0], LjtXBiUTGE, 5738076]
[paragraph, [235.0, 500.0, 583.0, 36.0], LjtXBiUTGE, 5738076]
[paragraph, [235.0, 536.0, 583.0, 36.0], LjtXBiUTGE, 5738076]
[paragraph, [235.0, 572.0, 583.0, 36.0], LjtXBiUTGE, 5738076]
[paragraph, [920.0, 647.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 683.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 719.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 755.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 791.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 827.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 863.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 899.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 935.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 971.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1007.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1043.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1079.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1115.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1151.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1187.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1223.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1259.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1295.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1331.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1367.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1403.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1439.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1475.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1511.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1547.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1583.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1619.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1655.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1691.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1727.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1763.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1799.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1835.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1871.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [920.0, 1907.0, 565.0, 36.0], shoonya_0sOLS687XGQNWL, 5738076]
[paragraph, [241.0, 659.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 695.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
