[1492, 1000]
[folio, [356.0, 156.0, 312.0, 18.0], yPP2h_IULi, 5720337]
[paragraph, [148.0, 206.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 224.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 242.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 260.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 278.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 296.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 314.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 332.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 350.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 368.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 386.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 404.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 422.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 440.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 458.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 476.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 494.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 512.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 530.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 548.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 566.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 584.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 602.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 620.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 638.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 656.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 674.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 692.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 710.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 728.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 746.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 764.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 782.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 800.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 818.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 836.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 854.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 872.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
