[792, 612]
[ordered-list, [97.0, 149.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 167.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 185.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 203.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 221.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 239.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 257.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 275.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 293.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 311.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 329.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 347.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 365.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 383.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 401.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 419.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 437.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 455.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 473.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 491.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 509.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 527.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 545.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 563.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 581.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 599.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 617.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 635.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[ordered-list, [97.0, 653.0, 432.0, 18.0], shoonya_0s5AN4FKBIVVQE, 5652616]
[footnote, [263.0, 697.0, 92.0, 18.0], djeNP7y2Ul, 5652616]
