[2200, 1700]
[paragraph, [331.0, 86.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 122.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 158.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 194.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 230.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 266.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 302.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 338.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 374.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 410.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 446.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 482.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 518.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 554.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 590.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 626.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 662.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 698.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 734.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 770.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 806.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 842.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 878.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 914.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 950.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 986.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1022.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1058.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1094.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1130.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1166.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1202.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1238.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1274.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1310.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1346.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1382.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1418.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1454.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1490.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1526.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [331.0, 1562.0, 1103.0, 36.0], shoonya_0sZR7PAM0IGAES, 5731689]
[paragraph, [319.0, 1615.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1651.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1687.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1723.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1759.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1795.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1831.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1867.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[paragraph, [319.0, 1903.0, 1091.0, 36.0], shoonya_1s17U1FKNVR9NC, 5731689]
[folio, [925.0, 2023.0, 367.0, 36.0], g3561XjDAk, 5731689]
