[2200, 1700]
[sub-section-title, [521.0, 421.0, 653.0, 55.5], CExgAOuAmo, 5689043]
[ordered-list, [171.0, 516.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 552.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 588.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 624.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 660.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 696.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 732.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 768.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 804.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 840.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 876.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[ordered-list, [171.0, 912.0, 1388.0, 36.0], shoonya_0sYZXU124XSUSS, 5689043]
[unordered-list, [287.0, 1127.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1163.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1199.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1235.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1271.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1307.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1343.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1379.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1415.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1451.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1487.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1523.0, 693.0, 36.0], BVeC8un3bu, 5689043]
[unordered-list, [287.0, 1559.0, 693.0, 36.0], BVeC8un3bu, 5689043]
