[1418, 1064]
[paragraph, [109.0, 83.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 101.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 119.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 137.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 155.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 173.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 191.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 209.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 227.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 245.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 263.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 281.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 299.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 317.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 335.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 353.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 371.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 389.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 407.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 455.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 473.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 491.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 509.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 527.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 545.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 563.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 581.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 599.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 617.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 635.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 653.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 671.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 689.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 707.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 725.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 743.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
