[1818, 1374]
[folio, [486.0, 110.0, 398.0, 36.0], QWRemqEjq7, 5682456]
[paragraph, [109.0, 175.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 211.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 247.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 283.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 319.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 355.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 391.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 427.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 463.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 499.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 535.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 571.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 607.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 643.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 679.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 715.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 751.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 787.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 823.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 859.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 895.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 931.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 967.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1003.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1039.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1075.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1111.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1147.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1183.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1219.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1255.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1291.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1327.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1363.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1399.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1435.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1471.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1507.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1543.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1579.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1615.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1651.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [109.0, 1687.0, 570.0, 36.0], shoonya_2sN40F6DL5S7U9, 5682456]
[paragraph, [694.0, 176.0, 571.0, 36.0], shoonya_1sW5GYA7P8PF22, 5682456]
[paragraph, [694.0, 212.0, 571.0, 36.0], shoonya_1sW5GYA7P8PF22, 5682456]
[paragraph, [694.0, 248.0, 571.0, 36.0], shoonya_1sW5GYA7P8PF22, 5682456]
[paragraph, [694.0, 284.0, 571.0, 36.0], shoonya_1sW5GYA7P8PF22, 5682456]
[paragraph, [694.0, 320.0, 571.0, 36.0], shoonya_1sW5GYA7P8PF22, 5682456]
[paragraph, [696.0, 393.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 429.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 465.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 501.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 537.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 573.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 609.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [696.0, 645.0, 567.0, 36.0], Lh06YWs_pv, 5682456]
[paragraph, [698.0, 815.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 851.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 887.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 923.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 959.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 995.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1031.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1067.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1103.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1139.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1175.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1211.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1247.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1283.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1319.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1355.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1391.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1427.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1463.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1499.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1535.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1571.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1607.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1643.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
[paragraph, [698.0, 1679.0, 567.0, 36.0], shoonya_0sWL2QB6MO4OSL, 5682456]
