[1200, 825]
[paragraph, [134.0, 109.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 127.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 145.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 163.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 181.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 199.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 217.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 235.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 253.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 271.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 289.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 307.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 325.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 343.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 361.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 379.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 397.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 415.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 433.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 451.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [134.0, 469.0, 562.0, 18.0], shoonya_0sE9G3HOP7Y272, 5691325]
[paragraph, [132.0, 503.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 521.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 539.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 557.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 575.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 593.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 611.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 629.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 647.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 665.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 683.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [132.0, 701.0, 558.0, 18.0], 79thLLS36Q, 5691325]
[paragraph, [138.0, 723.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 741.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 759.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 777.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 795.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 813.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 831.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 849.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 867.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 885.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 903.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 921.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 939.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 957.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 975.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 993.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 1011.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
[paragraph, [138.0, 1029.0, 553.0, 18.0], dHRsw_PzGq, 5691325]
