[2200, 1700]
[paragraph, [307.0, 84.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 120.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 156.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 192.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 228.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 264.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 300.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 336.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 372.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 408.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 444.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [307.0, 480.0, 1088.0, 36.0], shoonya_2sHPOZYR3YTUSQ, 5730591]
[paragraph, [302.0, 544.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 580.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 616.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 652.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 688.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 724.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 760.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 796.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [302.0, 832.0, 1096.0, 36.0], shoonya_3sC9ORZ2I2K97J, 5730591]
[paragraph, [301.0, 886.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 922.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 958.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 994.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1030.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1066.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1102.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1138.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1174.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1210.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1246.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1282.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1318.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1354.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [301.0, 1390.0, 1096.0, 36.0], shoonya_1sK2IOCGHIUD1T, 5730591]
[paragraph, [295.0, 1445.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1481.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1517.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1553.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1589.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1625.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1661.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1697.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1733.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1769.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1805.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1841.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1877.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[paragraph, [295.0, 1913.0, 1099.0, 36.0], shoonya_0sZU2UB0OIKIU2, 5730591]
[folio, [842.0, 2030.0, 435.0, 36.0], 5S8UkD0sg6, 5730591]
