[1787, 1218]
[chapter-title, [226.0, 248.0, 753.0, 58.5], shoonya_4sR2WLGT6SM4NI, 5652581]
[author, [951.0, 354.0, 152.0, 36.0], Us04xbtGAt, 5652581]
[paragraph, [105.0, 450.0, 1003.0, 36.0], shoonya_2sWG2SV9ZIQUGO, 5652581]
[paragraph, [105.0, 486.0, 1003.0, 36.0], shoonya_2sWG2SV9ZIQUGO, 5652581]
[paragraph, [105.0, 522.0, 1003.0, 36.0], shoonya_2sWG2SV9ZIQUGO, 5652581]
[paragraph, [105.0, 558.0, 1003.0, 36.0], shoonya_2sWG2SV9ZIQUGO, 5652581]
[paragraph, [105.0, 594.0, 1003.0, 36.0], shoonya_2sWG2SV9ZIQUGO, 5652581]
[paragraph, [105.0, 630.0, 1003.0, 36.0], shoonya_2sWG2SV9ZIQUGO, 5652581]
[paragraph, [108.0, 695.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 731.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 767.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 803.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 839.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 875.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 911.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [108.0, 947.0, 998.0, 36.0], shoonya_1sWVJM8D8UILAC, 5652581]
[paragraph, [110.0, 983.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1019.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1055.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1091.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1127.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1163.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1199.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1235.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1271.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1307.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1343.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [110.0, 1379.0, 994.0, 36.0], shoonya_0s6R962I9UO683, 5652581]
[paragraph, [111.0, 1426.0, 997.0, 36.0], shoonya_3s1M4QQHXNN0HD, 5652581]
[paragraph, [111.0, 1462.0, 997.0, 36.0], shoonya_3s1M4QQHXNN0HD, 5652581]
[paragraph, [111.0, 1498.0, 997.0, 36.0], shoonya_3s1M4QQHXNN0HD, 5652581]
[paragraph, [111.0, 1534.0, 997.0, 36.0], shoonya_3s1M4QQHXNN0HD, 5652581]
