[865, 612]
[folio, [226.0, 22.0, 201.0, 18.0], zodRHeuX8V, 6460920]
[paragraph, [100.0, 68.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 86.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 104.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 122.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 140.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 158.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 176.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 194.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 212.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [100.0, 230.0, 464.0, 18.0], shoonya_0s2ML0DF9PRN97, 6460920]
[paragraph, [99.0, 262.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 280.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 298.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 316.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 334.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 352.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 370.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 388.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 406.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [99.0, 424.0, 453.0, 18.0], shoonya_1sVBV73S82JRUE, 6460920]
[paragraph, [100.0, 451.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 469.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 487.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 505.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 523.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 541.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 559.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [100.0, 577.0, 463.0, 18.0], shoonya_2s9GCXRZ0ERRJP, 6460920]
[paragraph, [94.0, 611.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [94.0, 629.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [94.0, 647.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [94.0, 665.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [94.0, 683.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [94.0, 701.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [94.0, 719.0, 490.0, 18.0], shoonya_3sV0SMWHCIM0FG, 6460920]
[paragraph, [104.0, 735.0, 456.0, 18.0], shoonya_4sFX2SDY656OGW, 6460920]
[paragraph, [104.0, 753.0, 456.0, 18.0], shoonya_4sFX2SDY656OGW, 6460920]
[paragraph, [104.0, 771.0, 456.0, 18.0], shoonya_4sFX2SDY656OGW, 6460920]
[paragraph, [104.0, 789.0, 456.0, 18.0], shoonya_4sFX2SDY656OGW, 6460920]
