[1300, 900]
[folio, [414.0, 41.0, 126.0, 18.0], hKGZuvKiJB, 5732075]
[paragraph, [116.0, 101.0, 712.0, 18.0], shoonya_5sKU8I28KCPD67, 5732075]
[paragraph, [116.0, 119.0, 712.0, 18.0], shoonya_5sKU8I28KCPD67, 5732075]
[paragraph, [116.0, 137.0, 712.0, 18.0], shoonya_5sKU8I28KCPD67, 5732075]
[paragraph, [116.0, 155.0, 712.0, 18.0], shoonya_5sKU8I28KCPD67, 5732075]
[paragraph, [116.0, 173.0, 712.0, 18.0], shoonya_5sKU8I28KCPD67, 5732075]
[paragraph, [163.0, 200.0, 661.0, 18.0], shoonya_7s68H2ZN5QKASB, 5732075]
[paragraph, [163.0, 218.0, 661.0, 18.0], shoonya_7s68H2ZN5QKASB, 5732075]
[paragraph, [112.0, 255.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [112.0, 273.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [112.0, 291.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [112.0, 309.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [112.0, 327.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [112.0, 345.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [112.0, 363.0, 710.0, 18.0], shoonya_0sDDMQW56Y9J4L, 5732075]
[paragraph, [109.0, 389.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [109.0, 407.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [109.0, 425.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [109.0, 443.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [109.0, 461.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [109.0, 479.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [109.0, 497.0, 712.0, 18.0], shoonya_2sDDZQQCCBEVTB, 5732075]
[paragraph, [107.0, 543.0, 714.0, 18.0], shoonya_1sVT8X3P3PARRW, 5732075]
[paragraph, [107.0, 561.0, 714.0, 18.0], shoonya_1sVT8X3P3PARRW, 5732075]
[paragraph, [107.0, 579.0, 714.0, 18.0], shoonya_1sVT8X3P3PARRW, 5732075]
[paragraph, [107.0, 597.0, 714.0, 18.0], shoonya_1sVT8X3P3PARRW, 5732075]
[paragraph, [107.0, 634.0, 709.0, 18.0], shoonya_3sJ4H808K311DA, 5732075]
[paragraph, [107.0, 652.0, 709.0, 18.0], shoonya_3sJ4H808K311DA, 5732075]
[paragraph, [107.0, 670.0, 709.0, 18.0], shoonya_3sJ4H808K311DA, 5732075]
[paragraph, [107.0, 688.0, 709.0, 18.0], shoonya_3sJ4H808K311DA, 5732075]
[paragraph, [107.0, 706.0, 709.0, 18.0], shoonya_3sJ4H808K311DA, 5732075]
[paragraph, [106.0, 732.0, 712.0, 18.0], shoonya_6s31PGZLSNILQ0, 5732075]
[paragraph, [106.0, 750.0, 712.0, 18.0], shoonya_6s31PGZLSNILQ0, 5732075]
[paragraph, [106.0, 768.0, 712.0, 18.0], shoonya_6s31PGZLSNILQ0, 5732075]
[paragraph, [106.0, 786.0, 712.0, 18.0], shoonya_6s31PGZLSNILQ0, 5732075]
[paragraph, [106.0, 804.0, 712.0, 18.0], shoonya_6s31PGZLSNILQ0, 5732075]
[paragraph, [103.0, 828.0, 714.0, 18.0], shoonya_9sVXADP1XKBX0B, 5732075]
[paragraph, [103.0, 846.0, 714.0, 18.0], shoonya_9sVXADP1XKBX0B, 5732075]
[paragraph, [103.0, 864.0, 714.0, 18.0], shoonya_9sVXADP1XKBX0B, 5732075]
[paragraph, [103.0, 882.0, 714.0, 18.0], shoonya_9sVXADP1XKBX0B, 5732075]
[paragraph, [96.0, 927.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 945.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 963.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 981.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 999.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 1017.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 1035.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 1053.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 1071.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [96.0, 1089.0, 722.0, 18.0], shoonya_4sRO4MN6ZWL45P, 5732075]
[paragraph, [97.0, 1119.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
[paragraph, [97.0, 1137.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
[paragraph, [97.0, 1155.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
[paragraph, [97.0, 1173.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
[paragraph, [97.0, 1191.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
[paragraph, [97.0, 1209.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
[paragraph, [97.0, 1227.0, 719.0, 18.0], shoonya_8sMCH3U95PXXNM, 5732075]
