[1806, 1262]
[folio, [160.0, 115.0, 501.0, 36.0], vDTOIVZHAQ, 5680835]
[paragraph, [632.0, 186.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 222.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 258.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 294.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 330.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 366.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 402.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 438.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 474.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 510.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 546.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 582.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 618.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 654.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [632.0, 690.0, 514.0, 36.0], shoonya_3sFPQN0DG9HHDR, 5680835]
[paragraph, [100.0, 196.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 232.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 268.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 304.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 340.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 376.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 412.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 448.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 484.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 520.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 556.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 592.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 628.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 664.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [100.0, 700.0, 498.0, 36.0], shoonya_1s0KD1HJMAJ5W3, 5680835]
[paragraph, [645.0, 732.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 768.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 804.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 840.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 876.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 912.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 948.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
