[2062, 1548]
[paragraph, [800.0, 162.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 198.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 234.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 270.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 306.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 342.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 378.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 414.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [800.0, 450.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[section-title, [46.0, 168.0, 340.0, 52.5], zIAtOFen_F, 5712837]
[sub-section-title, [50.0, 236.0, 720.0, 55.5], shoonya_9s7ZYVIFH7VFV8, 5712837]
[author, [535.0, 330.0, 226.0, 36.0], 7Qb1EvHJ9W, 5712837]
[paragraph, [359.0, 441.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 477.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 513.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 549.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 585.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 621.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 657.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 693.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 729.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 765.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 801.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 837.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [359.0, 873.0, 423.0, 36.0], shoonya_3sD6ZIK438O336, 5712837]
[paragraph, [785.0, 512.0, 744.0, 36.0], 2aNTdj5ql9, 5712837]
[paragraph, [785.0, 548.0, 744.0, 36.0], 2aNTdj5ql9, 5712837]
[paragraph, [785.0, 584.0, 744.0, 36.0], 2aNTdj5ql9, 5712837]
[paragraph, [785.0, 620.0, 744.0, 36.0], 2aNTdj5ql9, 5712837]
[paragraph, [785.0, 656.0, 744.0, 36.0], 2aNTdj5ql9, 5712837]
[paragraph, [788.0, 711.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 747.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 783.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 819.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 855.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 891.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 927.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 963.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 999.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 1035.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [788.0, 1071.0, 740.0, 36.0], shoonya_12sI9GY2DDNM7K, 5712837]
[paragraph, [356.0, 917.0, 423.0, 36.0], shoonya_4sRD2PN8S284W9, 5712837]
[paragraph, [356.0, 953.0, 423.0, 36.0], shoonya_4sRD2PN8S284W9, 5712837]
[paragraph, [356.0, 989.0, 423.0, 36.0], shoonya_4sRD2PN8S284W9, 5712837]
[paragraph, [43.0, 1046.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1082.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1118.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1154.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1190.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1226.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1262.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1298.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1334.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1370.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1406.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [43.0, 1442.0, 737.0, 36.0], shoonya_0sT9VONILZRV8M, 5712837]
[paragraph, [783.0, 1112.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [783.0, 1148.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [783.0, 1184.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [783.0, 1220.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [783.0, 1256.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [783.0, 1292.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [783.0, 1328.0, 740.0, 36.0], shoonya_1sFUMI9F2WHQN1, 5712837]
[paragraph, [788.0, 1381.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
