[1388, 886]
[folio, [387.0, 68.0, 133.0, 18.0], BoFTkc5nBx, 5742279]
[folio, [387.0, 86.0, 133.0, 18.0], BoFTkc5nBx, 5742279]
[paragraph, [32.0, 131.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 149.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 167.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 185.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 203.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 221.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 239.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 257.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 275.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 293.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 311.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 329.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 347.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 365.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 383.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 401.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 419.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 437.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 455.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 473.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 491.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 509.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 527.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 545.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 563.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 581.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 599.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 617.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 635.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 653.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 671.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 689.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 707.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 725.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 743.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 761.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 779.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 797.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 815.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 833.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 851.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 869.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 887.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 905.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 923.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 941.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 959.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 977.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 995.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1013.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1031.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1049.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1067.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1085.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1103.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1121.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1139.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [32.0, 1157.0, 353.0, 18.0], kmQS1KPbx1, 5742279]
[paragraph, [447.0, 131.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 149.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 167.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 185.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 203.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 221.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 239.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 257.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 275.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 293.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 311.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 329.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 347.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 365.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 383.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 401.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 419.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 437.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 455.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 473.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 491.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 509.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 527.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 545.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 563.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 581.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 599.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 617.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 635.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 653.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
