[2339, 1654]
[paragraph, [73.0, 109.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 145.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 181.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 217.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 253.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 289.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 325.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 361.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 397.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 433.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 469.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 505.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 541.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 577.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [73.0, 613.0, 1444.0, 36.0], shoonya_1sHVQVTXA1MHNR, 5751236]
[paragraph, [55.0, 685.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 721.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 757.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 793.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 829.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 865.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 901.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 937.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 973.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1009.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1045.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1081.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1117.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1153.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1189.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1225.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1261.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1297.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [55.0, 1333.0, 1461.0, 36.0], 6GPcWFeGTS, 5751236]
[paragraph, [37.0, 1394.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1430.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1466.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1502.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1538.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1574.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1610.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1646.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1682.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1718.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1754.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1790.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1826.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1862.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1898.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1934.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 1970.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 2006.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 2042.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 2078.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 2114.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 2150.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
[paragraph, [37.0, 2186.0, 1463.0, 36.0], dmZCKPwJAJ, 5751236]
