[595, 419]
[section-title, [164.0, 25.0, 95.0, 30.0], shoonya_1sPT9WEX9WLZUE, 6460837]
[paragraph, [32.0, 64.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 82.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 100.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 118.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 136.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 154.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 172.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 190.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 208.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 226.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 244.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 262.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 280.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [32.0, 298.0, 356.0, 18.0], r4q43gnkCF, 6460837]
[paragraph, [31.0, 336.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 354.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 372.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 390.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 408.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 426.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 444.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 462.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 480.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 498.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 516.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
[paragraph, [31.0, 534.0, 359.0, 18.0], Xf2GSMkaAc, 6460837]
