[1370, 848]
[folio, [626.0, 66.0, 116.0, 18.0], shoonya_2sLFHQQ1VH3DEX, 5782440]
[folio, [626.0, 84.0, 116.0, 18.0], shoonya_2sLFHQQ1VH3DEX, 5782440]
[ordered-list, [92.0, 158.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 176.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 194.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 212.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 230.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 248.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 266.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 284.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 302.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 320.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 338.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [92.0, 356.0, 663.0, 18.0], 7faI7aOs6E, 5782440]
[ordered-list, [88.0, 384.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 402.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 420.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 438.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 456.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 474.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 492.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 510.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 528.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 546.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 564.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 582.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 600.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 618.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 636.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 654.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 672.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 690.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 708.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 726.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 744.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 762.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 780.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 798.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 816.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 834.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 852.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 870.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 888.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 906.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 924.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 942.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 960.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 978.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 996.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1014.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1032.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1050.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1068.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1086.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1104.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1122.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1140.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1158.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1176.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1194.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[ordered-list, [88.0, 1212.0, 667.0, 18.0], shoonya_1sVCWSCCIFGGJ3, 5782440]
[sub-ordered-list, [96.0, 406.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 424.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 442.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 460.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 478.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 496.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 514.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 532.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 550.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 568.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 586.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 604.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 622.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 640.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 658.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 676.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 694.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 712.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 730.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 748.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 766.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 784.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 802.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 820.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 838.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 856.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 874.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 892.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 910.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 928.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 946.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 964.0, 651.0, 18.0], GLhowCXPdT, 5782440]
