[1806, 1262]
[folio, [162.0, 107.0, 514.0, 36.0], shoonya_8sK1AAE62S378F, 5680543]
[paragraph, [646.0, 183.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 219.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 255.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 291.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 327.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 363.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 399.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 435.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 471.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 507.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 543.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 579.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [646.0, 615.0, 502.0, 36.0], shoonya_4sCAJCY4NHG7Y0, 5680543]
[paragraph, [109.0, 189.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 225.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 261.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 297.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 333.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 369.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 405.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 441.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 477.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 513.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 549.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 585.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 621.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 657.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 693.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 729.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 765.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 801.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 837.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 873.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [109.0, 909.0, 494.0, 36.0], shoonya_0sJ4T34C604V57, 5680543]
[paragraph, [648.0, 728.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 764.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 800.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 836.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 872.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 908.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 944.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 980.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 1016.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [648.0, 1052.0, 500.0, 36.0], shoonya_3sCENRQVUJRKYZ, 5680543]
[paragraph, [112.0, 943.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 979.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1015.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1051.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1087.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1123.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1159.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1195.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1231.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1267.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1303.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1339.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1375.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1411.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1447.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1483.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1519.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [112.0, 1555.0, 496.0, 36.0], shoonya_1sQS7NX2N1KWM2, 5680543]
[paragraph, [657.0, 1128.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1164.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1200.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1236.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1272.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1308.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1344.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1380.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1416.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1452.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1488.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1524.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1560.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1596.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1632.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [657.0, 1668.0, 497.0, 36.0], shoonya_2sS76OTQYSTJS8, 5680543]
[paragraph, [114.0, 1595.0, 503.0, 36.0], shoonya_6s5KCA19PFLAIU, 5680543]
[paragraph, [114.0, 1631.0, 503.0, 36.0], shoonya_6s5KCA19PFLAIU, 5680543]
[paragraph, [114.0, 1667.0, 503.0, 36.0], shoonya_6s5KCA19PFLAIU, 5680543]
