[2400, 1600]
[website-link, [970.0, 107.0, 259.0, 18.0], 9hDPElS5ww, 5660626]
[website-link, [970.0, 125.0, 259.0, 18.0], 9hDPElS5ww, 5660626]
[website-link, [1242.0, 107.0, 171.0, 18.0], BpS3hKSMtr, 5660626]
[website-link, [1242.0, 125.0, 171.0, 18.0], BpS3hKSMtr, 5660626]
[folio, [1154.0, 175.0, 255.0, 36.0], cm5P0oHG0f, 5660626]
[paragraph, [150.0, 254.0, 1306.0, 36.0], shoonya_1s2WGZE4JMD3F0, 5660626]
[paragraph, [150.0, 290.0, 1306.0, 36.0], shoonya_1s2WGZE4JMD3F0, 5660626]
[paragraph, [150.0, 326.0, 1306.0, 36.0], shoonya_1s2WGZE4JMD3F0, 5660626]
[paragraph, [150.0, 362.0, 1306.0, 36.0], shoonya_1s2WGZE4JMD3F0, 5660626]
[paragraph, [155.0, 407.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 443.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 479.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 515.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 551.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 587.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 623.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 659.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 695.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [155.0, 731.0, 1282.0, 36.0], pH0rubYO-5, 5660626]
[paragraph, [171.0, 781.0, 1272.0, 36.0], 5obbwZf3mZ, 5660626]
[paragraph, [171.0, 817.0, 1272.0, 36.0], 5obbwZf3mZ, 5660626]
[paragraph, [171.0, 853.0, 1272.0, 36.0], 5obbwZf3mZ, 5660626]
[paragraph, [171.0, 889.0, 1272.0, 36.0], 5obbwZf3mZ, 5660626]
[paragraph, [171.0, 925.0, 1272.0, 36.0], 5obbwZf3mZ, 5660626]
[paragraph, [161.0, 999.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1035.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1071.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1107.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1143.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1179.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1215.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1251.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1287.0, 1280.0, 36.0], fAJoqH11UA, 5660626]
[paragraph, [161.0, 1366.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1402.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1438.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1474.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1510.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1546.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1582.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1618.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [161.0, 1654.0, 1276.0, 36.0], imD3k01sTz, 5660626]
[paragraph, [155.0, 1728.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1764.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1800.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1836.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1872.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1908.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1944.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 1980.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 2016.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [155.0, 2052.0, 1291.0, 36.0], shoonya_0sEX6HK8S9SHJL, 5660626]
[paragraph, [157.0, 2104.0, 1288.0, 36.0], n4OfRP3_k2, 5660626]
[paragraph, [157.0, 2140.0, 1288.0, 36.0], n4OfRP3_k2, 5660626]
[paragraph, [157.0, 2176.0, 1288.0, 36.0], n4OfRP3_k2, 5660626]
[paragraph, [157.0, 2212.0, 1288.0, 36.0], n4OfRP3_k2, 5660626]
[footnote, [291.0, 2292.0, 1014.0, 36.0], 9zcmFoRaGT, 5660626]
