[1650, 1275]
[section-title, [209.0, 143.0, 866.0, 49.5], lcxQJZm5Jm, 5710041]
[sub-section-title, [516.0, 206.0, 247.0, 36.0], shoonya_2s35BYDPHHR81W, 5710041]
[paragraph, [160.0, 309.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 345.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 381.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 417.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 453.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 489.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 525.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [160.0, 561.0, 966.0, 36.0], shoonya_3sU790A06VDJX7, 5710041]
[paragraph, [157.0, 624.0, 966.0, 36.0], shoonya_0sGFORI2X5MW1S, 5710041]
[paragraph, [157.0, 660.0, 966.0, 36.0], shoonya_0sGFORI2X5MW1S, 5710041]
[paragraph, [157.0, 696.0, 966.0, 36.0], shoonya_0sGFORI2X5MW1S, 5710041]
[paragraph, [157.0, 732.0, 966.0, 36.0], shoonya_0sGFORI2X5MW1S, 5710041]
[paragraph, [156.0, 781.0, 970.0, 36.0], 5rTHq470ZI, 5710041]
[paragraph, [156.0, 817.0, 970.0, 36.0], 5rTHq470ZI, 5710041]
[paragraph, [156.0, 853.0, 970.0, 36.0], 5rTHq470ZI, 5710041]
[paragraph, [156.0, 889.0, 970.0, 36.0], 5rTHq470ZI, 5710041]
[paragraph, [148.0, 933.0, 982.0, 36.0], mAb4CFSpGo, 5710041]
[paragraph, [148.0, 969.0, 982.0, 36.0], mAb4CFSpGo, 5710041]
[paragraph, [148.0, 1005.0, 982.0, 36.0], mAb4CFSpGo, 5710041]
[paragraph, [148.0, 1041.0, 982.0, 36.0], mAb4CFSpGo, 5710041]
[paragraph, [148.0, 1077.0, 982.0, 36.0], mAb4CFSpGo, 5710041]
[paragraph, [151.0, 1129.0, 987.0, 36.0], Isorztketb, 5710041]
[paragraph, [151.0, 1165.0, 987.0, 36.0], Isorztketb, 5710041]
[paragraph, [150.0, 1235.0, 990.0, 36.0], wYXaj9mMwo, 5710041]
[paragraph, [150.0, 1271.0, 990.0, 36.0], wYXaj9mMwo, 5710041]
[paragraph, [150.0, 1307.0, 990.0, 36.0], wYXaj9mMwo, 5710041]
[paragraph, [150.0, 1343.0, 990.0, 36.0], wYXaj9mMwo, 5710041]
[paragraph, [145.0, 1386.0, 1000.0, 36.0], kTh6axB1ZE, 5710041]
[paragraph, [145.0, 1422.0, 1000.0, 36.0], kTh6axB1ZE, 5710041]
[paragraph, [145.0, 1458.0, 1000.0, 36.0], kTh6axB1ZE, 5710041]
[paragraph, [145.0, 1494.0, 1000.0, 36.0], kTh6axB1ZE, 5710041]
[paragraph, [145.0, 1530.0, 1000.0, 36.0], kTh6axB1ZE, 5710041]
