[2339, 1653]
[folio, [282.0, 206.0, 218.0, 36.0], K0NwwtsYp9, 5654820]
[paragraph, [283.0, 311.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 347.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 383.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 419.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 455.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 491.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 527.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 563.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 599.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 635.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 671.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 707.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 743.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 779.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 815.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 851.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 887.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 923.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 959.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 995.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [283.0, 1031.0, 1083.0, 36.0], shoonya_1sHOWH9MB7T320, 5654820]
[paragraph, [284.0, 1114.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1150.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1186.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1222.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1258.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1294.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1330.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1366.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1402.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1438.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1474.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1510.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1546.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1582.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1618.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1654.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1690.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1726.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1762.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1798.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1834.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1870.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1906.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1942.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 1978.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
[paragraph, [284.0, 2014.0, 1081.0, 36.0], shoonya_0sK1RYCZF425KR, 5654820]
