[1518, 1075]
[folio, [548.0, 110.0, 88.0, 36.0], shoonya_7s0OW55CN0VMTE, 5722310]
[paragraph, [102.0, 162.0, 446.0, 36.0], ukQeSDJ99f, 5722310]
[paragraph, [102.0, 198.0, 446.0, 36.0], ukQeSDJ99f, 5722310]
[paragraph, [102.0, 234.0, 446.0, 36.0], ukQeSDJ99f, 5722310]
[paragraph, [102.0, 270.0, 446.0, 36.0], ukQeSDJ99f, 5722310]
[paragraph, [102.0, 306.0, 446.0, 36.0], ukQeSDJ99f, 5722310]
[paragraph, [558.0, 176.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 212.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 248.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 284.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 320.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 356.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 392.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 428.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 464.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 500.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [558.0, 536.0, 428.0, 36.0], shoonya_0sM694O2XRF1MW, 5722310]
[paragraph, [103.0, 362.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 398.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 434.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 470.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 506.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 542.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 578.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 614.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 650.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 686.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 722.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 758.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 794.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 830.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 866.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 902.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 938.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 974.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
