[1275, 750]
[folio, [229.0, 85.0, 286.0, 18.0], _26kmwQhsa, 5767283]
[folio, [229.0, 103.0, 286.0, 18.0], _26kmwQhsa, 5767283]
[folio, [229.0, 121.0, 286.0, 18.0], _26kmwQhsa, 5767283]
[paragraph, [64.0, 151.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 169.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 187.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 205.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 223.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 241.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 259.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 277.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 295.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 313.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 331.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 349.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 367.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [64.0, 385.0, 608.0, 18.0], H3-iKEa-C5, 5767283]
[paragraph, [65.0, 418.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 436.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 454.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 472.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 490.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 508.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 526.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 544.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 562.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 580.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 598.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 616.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 634.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 652.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 670.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 688.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 706.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 724.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 742.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 760.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 778.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 796.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 814.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 832.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 850.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 868.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 886.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 904.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 922.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 940.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 958.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [65.0, 976.0, 620.0, 18.0], shoonya_0sFSNICKFQ4MYL, 5767283]
[paragraph, [75.0, 1000.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1018.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1036.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1054.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1072.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1090.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1108.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1126.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1144.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
[paragraph, [75.0, 1162.0, 604.0, 18.0], N_U8M2nXfT, 5767283]
