[1350, 1080]
[headline, [55.0, 637.0, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 662.5, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 688.0, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 713.5, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 739.0, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 764.5, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 790.0, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 815.5, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 841.0, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 866.5, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[headline, [55.0, 892.0, 541.0, 25.5], shoonya_7s3OZ7XZQRL85N, 5779330]
[paragraph, [617.0, 656.0, 412.0, 18.0], shoonya_8sW2L5JJI3GC2M, 5779330]
[paragraph, [617.0, 674.0, 412.0, 18.0], shoonya_8sW2L5JJI3GC2M, 5779330]
[paragraph, [616.0, 724.0, 424.0, 18.0], shoonya_4s20EM3EJ820MD, 5779330]
[paragraph, [616.0, 742.0, 424.0, 18.0], shoonya_4s20EM3EJ820MD, 5779330]
[paragraph, [616.0, 760.0, 424.0, 18.0], shoonya_4s20EM3EJ820MD, 5779330]
[paragraph, [616.0, 778.0, 424.0, 18.0], shoonya_4s20EM3EJ820MD, 5779330]
[paragraph, [616.0, 796.0, 424.0, 18.0], shoonya_4s20EM3EJ820MD, 5779330]
[paragraph, [616.0, 814.0, 424.0, 18.0], shoonya_4s20EM3EJ820MD, 5779330]
[paragraph, [614.0, 854.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [614.0, 872.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [614.0, 890.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [614.0, 908.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [614.0, 926.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [614.0, 944.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [614.0, 962.0, 422.0, 18.0], shoonya_2sEIH1IN7F5NG4, 5779330]
[paragraph, [618.0, 1004.0, 402.0, 18.0], shoonya_5s70IKTQOBJ9BU, 5779330]
[paragraph, [618.0, 1022.0, 402.0, 18.0], shoonya_5s70IKTQOBJ9BU, 5779330]
[paragraph, [618.0, 1040.0, 402.0, 18.0], shoonya_5s70IKTQOBJ9BU, 5779330]
[paragraph, [618.0, 1058.0, 402.0, 18.0], shoonya_5s70IKTQOBJ9BU, 5779330]
[paragraph, [619.0, 1093.0, 415.0, 18.0], shoonya_3sXZ2VVV2O4X01, 5779330]
[paragraph, [619.0, 1111.0, 415.0, 18.0], shoonya_3sXZ2VVV2O4X01, 5779330]
[paragraph, [619.0, 1129.0, 415.0, 18.0], shoonya_3sXZ2VVV2O4X01, 5779330]
[paragraph, [619.0, 1147.0, 415.0, 18.0], shoonya_3sXZ2VVV2O4X01, 5779330]
[paragraph, [619.0, 1165.0, 415.0, 18.0], shoonya_3sXZ2VVV2O4X01, 5779330]
