[1246, 863]
[chapter-title, [339.0, 38.0, 269.0, 30.0], shoonya_8sKK37IYEAP66B, 5776546]
[paragraph, [161.0, 76.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [161.0, 94.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [161.0, 112.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [161.0, 130.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [161.0, 148.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [161.0, 166.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [161.0, 184.0, 629.0, 18.0], shoonya_4s5UH8O1DA0517, 5776546]
[paragraph, [163.0, 204.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 222.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 240.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 258.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 276.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 294.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 312.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 330.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 348.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 366.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 384.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 402.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [163.0, 420.0, 628.0, 18.0], shoonya_0sW2D21R55793P, 5776546]
[paragraph, [165.0, 455.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 473.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 491.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 509.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 527.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 545.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 563.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [165.0, 581.0, 627.0, 18.0], shoonya_3sU7S94ADLTAVM, 5776546]
[paragraph, [166.0, 606.0, 627.0, 18.0], shoonya_5sZ12FDPUQ0ESD, 5776546]
[paragraph, [166.0, 624.0, 627.0, 18.0], shoonya_5sZ12FDPUQ0ESD, 5776546]
[paragraph, [166.0, 642.0, 627.0, 18.0], shoonya_5sZ12FDPUQ0ESD, 5776546]
[paragraph, [166.0, 660.0, 627.0, 18.0], shoonya_5sZ12FDPUQ0ESD, 5776546]
[paragraph, [166.0, 678.0, 627.0, 18.0], shoonya_5sZ12FDPUQ0ESD, 5776546]
[paragraph, [187.0, 704.0, 322.0, 18.0], shoonya_6s2WFDED1ZBTQ7, 5776546]
[paragraph, [166.0, 730.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 748.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 766.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 784.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 802.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 820.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 838.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 856.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [166.0, 874.0, 629.0, 18.0], shoonya_2s8INK6A41QWOG, 5776546]
[paragraph, [167.0, 905.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 923.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 941.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 959.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 977.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 995.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 1013.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [167.0, 1031.0, 628.0, 18.0], shoonya_1sQLQS8PHW868Q, 5776546]
[paragraph, [188.0, 1053.0, 601.0, 18.0], shoonya_7sYLWHG2NVVVH4, 5776546]
