[1763, 1275]
[section-title, [482.0, 109.0, 488.0, 49.5], -R7Jn8dTCl, 5712482]
[sub-section-title, [483.0, 208.0, 450.0, 36.0], g7A1faeNc3, 5712482]
[sub-section-title, [483.0, 244.0, 450.0, 36.0], g7A1faeNc3, 5712482]
[author, [506.0, 316.0, 447.0, 36.0], shoonya_10sASLQLH07KMH, 5712482]
[author, [506.0, 352.0, 447.0, 36.0], shoonya_10sASLQLH07KMH, 5712482]
[paragraph, [237.0, 425.0, 1009.0, 36.0], shoonya_6sIAY8N48C4Z41, 5712482]
[paragraph, [237.0, 461.0, 1009.0, 36.0], shoonya_6sIAY8N48C4Z41, 5712482]
[paragraph, [237.0, 497.0, 1009.0, 36.0], shoonya_6sIAY8N48C4Z41, 5712482]
[paragraph, [238.0, 544.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 580.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 616.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 652.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 688.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 724.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 760.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [238.0, 796.0, 1011.0, 36.0], shoonya_1sNF2BE6OVHAU4, 5712482]
[paragraph, [252.0, 848.0, 1003.0, 36.0], shoonya_2s2PAKI6U0FXTI, 5712482]
[paragraph, [252.0, 884.0, 1003.0, 36.0], shoonya_2s2PAKI6U0FXTI, 5712482]
[paragraph, [578.0, 952.0, 682.0, 36.0], shoonya_0sZBNFAT8J3RV2, 5712482]
[paragraph, [578.0, 988.0, 682.0, 36.0], shoonya_0sZBNFAT8J3RV2, 5712482]
[paragraph, [578.0, 1024.0, 682.0, 36.0], shoonya_0sZBNFAT8J3RV2, 5712482]
[paragraph, [578.0, 1060.0, 682.0, 36.0], shoonya_0sZBNFAT8J3RV2, 5712482]
[paragraph, [578.0, 1096.0, 682.0, 36.0], shoonya_0sZBNFAT8J3RV2, 5712482]
[paragraph, [578.0, 1132.0, 682.0, 36.0], shoonya_0sZBNFAT8J3RV2, 5712482]
[paragraph, [575.0, 1188.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1224.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1260.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1296.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1332.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1368.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1404.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1440.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1476.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [575.0, 1512.0, 688.0, 36.0], shoonya_5s05CYHZNDIW1F, 5712482]
[paragraph, [574.0, 1563.0, 694.0, 36.0], ny4tWtYmuv, 5712482]
[paragraph, [574.0, 1599.0, 694.0, 36.0], ny4tWtYmuv, 5712482]
