[2481, 1654]
[folio, [343.0, 99.0, 134.0, 36.0], l9Z1heO0D5, 5721743]
[paragraph, [221.0, 217.0, 1269.0, 36.0], FcbSr5BaOD, 5721743]
[paragraph, [221.0, 253.0, 1269.0, 36.0], FcbSr5BaOD, 5721743]
[paragraph, [221.0, 289.0, 1269.0, 36.0], FcbSr5BaOD, 5721743]
[paragraph, [221.0, 325.0, 1269.0, 36.0], FcbSr5BaOD, 5721743]
[paragraph, [223.0, 378.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 414.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 450.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 486.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 522.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 558.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 594.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 630.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 666.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [223.0, 702.0, 1273.0, 36.0], Vm_X88Az5l, 5721743]
[paragraph, [225.0, 750.0, 1267.0, 36.0], mNkD10RNS5, 5721743]
[paragraph, [225.0, 786.0, 1267.0, 36.0], mNkD10RNS5, 5721743]
[paragraph, [225.0, 822.0, 1267.0, 36.0], mNkD10RNS5, 5721743]
[paragraph, [221.0, 858.0, 1271.0, 36.0], OehB_s2EXB, 5721743]
[paragraph, [221.0, 894.0, 1271.0, 36.0], OehB_s2EXB, 5721743]
[paragraph, [221.0, 930.0, 1271.0, 36.0], OehB_s2EXB, 5721743]
[paragraph, [221.0, 966.0, 1271.0, 36.0], OehB_s2EXB, 5721743]
[paragraph, [222.0, 1015.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [222.0, 1051.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [222.0, 1087.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [222.0, 1123.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [222.0, 1159.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [222.0, 1195.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [222.0, 1231.0, 1270.0, 36.0], shoonya_1sMT4X0X491592, 5721743]
[paragraph, [285.0, 1288.0, 1203.0, 36.0], 84BwqicBD6, 5721743]
[paragraph, [283.0, 1341.0, 1209.0, 36.0], YFVP7iOD1h, 5721743]
[paragraph, [227.0, 1395.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1431.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1467.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1503.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1539.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1575.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1611.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [227.0, 1647.0, 1265.0, 36.0], ts3pCbUD7X, 5721743]
[paragraph, [221.0, 1713.0, 1271.0, 36.0], LlAryrAh_d, 5721743]
[paragraph, [221.0, 1749.0, 1271.0, 36.0], LlAryrAh_d, 5721743]
[paragraph, [219.0, 1817.0, 1271.0, 36.0], _f7nZgszs9, 5721743]
[paragraph, [219.0, 1853.0, 1271.0, 36.0], _f7nZgszs9, 5721743]
[paragraph, [227.0, 1926.0, 1261.0, 36.0], DA-m-myGyd, 5721743]
[paragraph, [227.0, 1962.0, 1261.0, 36.0], DA-m-myGyd, 5721743]
[paragraph, [227.0, 2034.0, 1263.0, 36.0], 15q23zneGA, 5721743]
[paragraph, [227.0, 2070.0, 1263.0, 36.0], 15q23zneGA, 5721743]
[paragraph, [272.0, 2137.0, 946.0, 36.0], WeQPjDRt9X, 5721743]
