[1945, 1492]
[chapter-title, [495.0, 201.0, 459.0, 58.5], shoonya_7sZM2AB0F5J66G, 5750282]
[paragraph, [197.0, 311.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 347.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 383.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 419.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 455.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 491.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 527.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 563.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 599.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 635.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 671.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [197.0, 707.0, 1041.0, 36.0], shoonya_3s2I5DZ8WZLRPF, 5750282]
[paragraph, [201.0, 769.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 805.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 841.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 877.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 913.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 949.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 985.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 1021.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [201.0, 1057.0, 1040.0, 36.0], shoonya_0s0FUHSCEB3V95, 5750282]
[paragraph, [203.0, 1130.0, 1044.0, 36.0], shoonya_1sLFS0WE00EVVL, 5750282]
[paragraph, [203.0, 1166.0, 1044.0, 36.0], shoonya_1sLFS0WE00EVVL, 5750282]
[paragraph, [203.0, 1202.0, 1044.0, 36.0], shoonya_1sLFS0WE00EVVL, 5750282]
[paragraph, [203.0, 1238.0, 1044.0, 36.0], shoonya_1sLFS0WE00EVVL, 5750282]
[paragraph, [202.0, 1311.0, 1047.0, 36.0], shoonya_2sXKZ0KMVQGGC3, 5750282]
[paragraph, [202.0, 1347.0, 1047.0, 36.0], shoonya_2sXKZ0KMVQGGC3, 5750282]
[paragraph, [202.0, 1383.0, 1047.0, 36.0], shoonya_2sXKZ0KMVQGGC3, 5750282]
[paragraph, [202.0, 1419.0, 1047.0, 36.0], shoonya_2sXKZ0KMVQGGC3, 5750282]
[paragraph, [249.0, 1488.0, 826.0, 36.0], shoonya_5s2X7RY7WUSO4E, 5750282]
[paragraph, [204.0, 1535.0, 1043.0, 36.0], shoonya_4sWMEXI07M1F9N, 5750282]
[paragraph, [204.0, 1571.0, 1043.0, 36.0], shoonya_4sWMEXI07M1F9N, 5750282]
[paragraph, [204.0, 1607.0, 1043.0, 36.0], shoonya_4sWMEXI07M1F9N, 5750282]
[paragraph, [204.0, 1643.0, 1043.0, 36.0], shoonya_4sWMEXI07M1F9N, 5750282]
[paragraph, [204.0, 1679.0, 1043.0, 36.0], shoonya_4sWMEXI07M1F9N, 5750282]
