[2100, 1587]
[second-level-question, [191.0, 276.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 312.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 348.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 384.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 420.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 456.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 492.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 528.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 564.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 600.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 636.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 672.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 708.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 744.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 780.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 816.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 852.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 888.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 924.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 960.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 996.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1032.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1068.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1104.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1140.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1176.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1212.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1248.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1284.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1320.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1356.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1392.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1428.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [191.0, 1464.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [876.0, 290.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 326.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 362.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 398.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 434.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 470.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 506.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 542.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 578.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 614.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 650.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 686.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 722.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 758.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 794.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 830.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 866.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 902.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 938.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 974.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1010.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1046.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
