[2200, 1700]
[paragraph, [278.0, 224.0, 1132.0, 36.0], shoonya_2sAT1WEZT37PHE, 5687427]
[paragraph, [278.0, 260.0, 1132.0, 36.0], shoonya_2sAT1WEZT37PHE, 5687427]
[paragraph, [278.0, 296.0, 1132.0, 36.0], shoonya_2sAT1WEZT37PHE, 5687427]
[paragraph, [278.0, 332.0, 1132.0, 36.0], shoonya_2sAT1WEZT37PHE, 5687427]
[paragraph, [280.0, 396.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 432.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 468.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 504.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 540.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 576.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 612.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 648.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 684.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 720.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 756.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 792.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 828.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 864.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 900.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 936.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 972.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1008.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1044.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1080.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1116.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1152.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1188.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1224.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1260.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1296.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1332.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1368.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1404.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1440.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1476.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1512.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1548.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1584.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1620.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1656.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1692.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1728.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1764.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1800.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1836.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
[paragraph, [280.0, 1872.0, 1143.0, 36.0], shoonya_0sZ50C9LD2VDK8, 5687427]
