[1050, 693]
[folio, [515.0, 77.0, 89.0, 18.0], shoonya_1s1LC22JAMOHF7, 5701628]
[folio, [515.0, 95.0, 89.0, 18.0], shoonya_1s1LC22JAMOHF7, 5701628]
[paragraph, [80.0, 132.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 150.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 168.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 186.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 204.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 222.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 240.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 258.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 276.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 294.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 312.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 330.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [80.0, 348.0, 529.0, 18.0], shoonya_2sZ3RBAGOOLTPZ, 5701628]
[paragraph, [77.0, 383.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 401.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 419.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 437.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 455.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 473.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 491.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 509.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [77.0, 527.0, 532.0, 18.0], TJir_0MIra, 5701628]
[paragraph, [69.0, 543.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 561.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 579.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 597.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 615.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 633.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 651.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 669.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 687.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 705.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 723.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 741.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 759.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [69.0, 777.0, 545.0, 18.0], zUoAh804vz, 5701628]
[paragraph, [81.0, 812.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 830.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 848.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 866.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 884.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 902.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 920.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
[paragraph, [81.0, 938.0, 531.0, 18.0], shoonya_0sBVIO06L9MDWC, 5701628]
