[792, 612]
[section-title, [228.0, 123.0, 137.0, 30.0], 3_ruczy8bS, 6492838]
[paragraph, [88.0, 174.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 192.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 210.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 228.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 246.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 264.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 282.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 300.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 318.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 336.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 354.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 372.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 390.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 408.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 426.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 444.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 462.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 480.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 498.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [88.0, 516.0, 418.0, 18.0], shoonya_0sJV9BH95I0LYV, 6492838]
[paragraph, [91.0, 552.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 570.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 588.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 606.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 624.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 642.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 660.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 678.0, 409.0, 18.0], FNMro01YAo, 6492838]
[paragraph, [91.0, 696.0, 409.0, 18.0], FNMro01YAo, 6492838]
