[2200, 1700]
[paragraph, [307.0, 69.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 105.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 141.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 177.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 213.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 249.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 285.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 321.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 357.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 393.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 429.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 465.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 501.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 537.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 573.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 609.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 645.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 681.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 717.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 753.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 789.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 825.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 861.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 897.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 933.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 969.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1005.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1041.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1077.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1113.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1149.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1185.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1221.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1257.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1293.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1329.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1365.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1401.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1437.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1473.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1509.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1545.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1581.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1617.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1653.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1689.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1725.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1761.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1797.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [307.0, 1833.0, 1136.0, 36.0], shoonya_0sNVU54FBKJDJB, 5730748]
[paragraph, [445.0, 1898.0, 959.0, 36.0], ApjQSomn9Z, 5730748]
[paragraph, [445.0, 1934.0, 959.0, 36.0], ApjQSomn9Z, 5730748]
[folio, [318.0, 2032.0, 354.0, 36.0], l7JPacpBPy, 5730748]
