[2339, 1653]
[paragraph, [324.0, 160.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 196.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 232.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 268.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 304.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 340.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 376.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 412.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 448.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 484.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 520.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 556.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 592.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 628.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 664.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 700.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 736.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 772.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 808.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 844.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 880.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 916.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 952.0, 1137.0, 36.0], shoonya_1sLZX3AHAIJ6Y9, 5733925]
[paragraph, [324.0, 1004.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1040.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1076.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1112.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1148.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1184.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1220.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1256.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1292.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1328.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1364.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1400.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1436.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1472.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1508.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [324.0, 1544.0, 1134.0, 36.0], shoonya_0s1WW92DKSNWUJ, 5733925]
[paragraph, [325.0, 1609.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1645.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1681.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1717.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1753.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1789.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1825.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1861.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1897.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1933.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 1969.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 2005.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[paragraph, [325.0, 2041.0, 1134.0, 36.0], shoonya_2sPKVNBWF4P1LG, 5733925]
[folio, [1108.0, 2157.0, 282.0, 36.0], g1suc20HxN, 5733925]
