[2339, 1653]
[folio, [1148.0, 163.0, 208.0, 36.0], 4uTEP7kv01, 5685278]
[paragraph, [364.0, 312.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 348.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 384.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 420.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 456.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 492.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 528.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 564.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [364.0, 600.0, 1125.0, 36.0], shoonya_0sSQFD9BIBJHB6, 5685278]
[paragraph, [361.0, 679.0, 1129.0, 36.0], 4zsyA9OosY, 5685278]
[ordered-list, [362.0, 746.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 782.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 818.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 854.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 890.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 926.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 962.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 998.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 1034.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 1070.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 1106.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[ordered-list, [362.0, 1142.0, 1132.0, 36.0], shoonya_4sH5Q3R3XO45MD, 5685278]
[paragraph, [364.0, 1221.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1257.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1293.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1329.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1365.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1401.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1437.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1473.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1509.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1545.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [364.0, 1581.0, 1128.0, 36.0], shoonya_1sLC0DL8F0MLSG, 5685278]
[paragraph, [363.0, 1702.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1738.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1774.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1810.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1846.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1882.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1918.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1954.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 1990.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
[paragraph, [363.0, 2026.0, 1127.0, 36.0], shoonya_2sKNQXR8FI5L36, 5685278]
