[1818, 1374]
[folio, [645.0, 133.0, 75.0, 36.0], iahoUA2QO5, 5683317]
[paragraph, [108.0, 202.0, 559.0, 36.0], shoonya_6sM8XXJI9BJ5V1, 5683317]
[paragraph, [108.0, 238.0, 559.0, 36.0], shoonya_6sM8XXJI9BJ5V1, 5683317]
[paragraph, [108.0, 274.0, 559.0, 36.0], shoonya_6sM8XXJI9BJ5V1, 5683317]
[paragraph, [691.0, 209.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 245.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 281.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 317.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 353.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 389.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 425.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 461.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 497.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 533.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 569.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 605.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 641.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 677.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 713.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 749.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 785.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 821.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 857.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [691.0, 893.0, 567.0, 36.0], shoonya_1sVR5MR1Z65LVN, 5683317]
[paragraph, [106.0, 328.0, 564.0, 36.0], shoonya_7sONHM0EE3HGMQ, 5683317]
[paragraph, [106.0, 364.0, 564.0, 36.0], shoonya_7sONHM0EE3HGMQ, 5683317]
[paragraph, [106.0, 400.0, 564.0, 36.0], shoonya_7sONHM0EE3HGMQ, 5683317]
[paragraph, [107.0, 456.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 492.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 528.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 564.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 600.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 636.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 672.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 708.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 744.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [107.0, 780.0, 561.0, 36.0], shoonya_4sWFVV9AUNQ50L, 5683317]
[paragraph, [108.0, 836.0, 560.0, 36.0], shoonya_2sAGMH3SVALQQN, 5683317]
[paragraph, [108.0, 872.0, 560.0, 36.0], shoonya_2sAGMH3SVALQQN, 5683317]
[paragraph, [108.0, 908.0, 560.0, 36.0], shoonya_2sAGMH3SVALQQN, 5683317]
[paragraph, [108.0, 944.0, 560.0, 36.0], shoonya_2sAGMH3SVALQQN, 5683317]
[paragraph, [108.0, 980.0, 560.0, 36.0], shoonya_2sAGMH3SVALQQN, 5683317]
[paragraph, [695.0, 960.0, 565.0, 36.0], shoonya_3s8LSC1ZPDHR25, 5683317]
[paragraph, [695.0, 996.0, 565.0, 36.0], shoonya_3s8LSC1ZPDHR25, 5683317]
[paragraph, [695.0, 1032.0, 565.0, 36.0], shoonya_3s8LSC1ZPDHR25, 5683317]
[paragraph, [695.0, 1068.0, 565.0, 36.0], shoonya_3s8LSC1ZPDHR25, 5683317]
[paragraph, [695.0, 1104.0, 565.0, 36.0], shoonya_3s8LSC1ZPDHR25, 5683317]
[paragraph, [109.0, 1160.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1196.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1232.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1268.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1304.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1340.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1376.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1412.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1448.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1484.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1520.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1556.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1592.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1628.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [109.0, 1664.0, 560.0, 36.0], shoonya_0s1DUN73RXJJ9W, 5683317]
[paragraph, [698.0, 1169.0, 562.0, 36.0], shoonya_8s9B4ES08Z7SIH, 5683317]
[paragraph, [698.0, 1205.0, 562.0, 36.0], shoonya_8s9B4ES08Z7SIH, 5683317]
[paragraph, [692.0, 1252.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
[paragraph, [692.0, 1288.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
[paragraph, [692.0, 1324.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
[paragraph, [692.0, 1360.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
[paragraph, [692.0, 1396.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
[paragraph, [692.0, 1432.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
[paragraph, [692.0, 1468.0, 568.0, 36.0], shoonya_5sJI66OQGH5LXT, 5683317]
