[2311, 1674]
[section-title, [312.0, 175.0, 537.0, 52.5], shoonya_6sOZAS1WMVPYYK, 5733574]
[paragraph, [305.0, 274.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 310.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 346.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 382.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 418.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 454.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 490.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 526.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 562.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 598.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 634.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 670.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 706.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 742.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 778.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 814.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 850.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 886.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[paragraph, [305.0, 922.0, 1175.0, 36.0], shoonya_0sWJXPQWQMEVVD, 5733574]
[section-title, [309.0, 1002.0, 695.0, 52.5], shoonya_4s95B7DN7GOZ5S, 5733574]
[paragraph, [302.0, 1102.0, 1184.0, 36.0], shoonya_2sI4Q0FQLUO1S0, 5733574]
[paragraph, [302.0, 1138.0, 1184.0, 36.0], shoonya_2sI4Q0FQLUO1S0, 5733574]
[paragraph, [302.0, 1174.0, 1184.0, 36.0], shoonya_2sI4Q0FQLUO1S0, 5733574]
[paragraph, [302.0, 1210.0, 1184.0, 36.0], shoonya_2sI4Q0FQLUO1S0, 5733574]
[paragraph, [300.0, 1412.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1448.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1484.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1520.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1556.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1592.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1628.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1664.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1700.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1736.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1772.0, 1188.0, 36.0], shoonya_1sUCIQ8UB3HSB7, 5733574]
[paragraph, [300.0, 1863.0, 1189.0, 36.0], shoonya_5sIGJOS2WMQ9ZB, 5733574]
[paragraph, [300.0, 1899.0, 1189.0, 36.0], shoonya_5sIGJOS2WMQ9ZB, 5733574]
[paragraph, [300.0, 1935.0, 1189.0, 36.0], shoonya_5sIGJOS2WMQ9ZB, 5733574]
