[596, 393]
[section-title, [97.0, 38.0, 197.0, 30.0], LnDrmlKulm, 6533932]
[paragraph, [45.0, 90.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 108.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 126.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 144.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 162.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 180.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 198.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 216.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 234.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [45.0, 252.0, 304.0, 18.0], shoonya_0s9NQ4DTYUQXSU, 6533932]
[paragraph, [35.0, 278.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 296.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 314.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 332.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 350.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 368.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 386.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 404.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 422.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 440.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 458.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 476.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
[paragraph, [35.0, 494.0, 325.0, 18.0], _cEJxKAk8g, 6533932]
