[1298, 853]
[section-title, [121.0, 55.0, 652.0, 30.0], zxD4JoxOAK, 5710426]
[paragraph, [68.0, 115.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 133.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 151.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 169.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 187.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 205.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 223.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 241.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 259.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 277.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 295.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [68.0, 313.0, 715.0, 18.0], shoonya_2sYBUN4UGVDRI4, 5710426]
[paragraph, [69.0, 332.0, 711.0, 18.0], shoonya_3sRABGCEP2VJUH, 5710426]
[paragraph, [69.0, 350.0, 711.0, 18.0], shoonya_3sRABGCEP2VJUH, 5710426]
[paragraph, [69.0, 368.0, 711.0, 18.0], shoonya_3sRABGCEP2VJUH, 5710426]
[paragraph, [69.0, 386.0, 711.0, 18.0], shoonya_3sRABGCEP2VJUH, 5710426]
[paragraph, [69.0, 404.0, 711.0, 18.0], shoonya_3sRABGCEP2VJUH, 5710426]
[paragraph, [69.0, 422.0, 711.0, 18.0], shoonya_3sRABGCEP2VJUH, 5710426]
[paragraph, [69.0, 459.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 477.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 495.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 513.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 531.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 549.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 567.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 585.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 603.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 621.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 639.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 657.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 675.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 693.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 711.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [69.0, 729.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
