[2339, 1653]
[paragraph, [234.0, 207.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 243.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 279.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 315.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 351.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 387.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 423.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 459.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 495.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 531.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 567.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 603.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 639.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 675.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 711.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [234.0, 747.0, 1182.0, 36.0], shoonya_0sZTCT5407B0GE, 5687254]
[paragraph, [237.0, 809.0, 470.0, 36.0], shoonya_3s6FP2PE8V1WKX, 5687254]
[reference, [718.0, 817.0, 163.0, 36.0], qvFN5KS_Ma, 5687254]
[section-title, [242.0, 912.0, 440.0, 52.5], shoonya_2s1S1ENVE4WF7I, 5687254]
[paragraph, [236.0, 984.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1020.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1056.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1092.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1128.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1164.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1200.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1236.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1272.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1308.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1344.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1380.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1416.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1452.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1488.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1524.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1560.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1596.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1632.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1668.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1704.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1740.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1776.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1812.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1848.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1884.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1920.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1956.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 1992.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 2028.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
[paragraph, [236.0, 2064.0, 1178.0, 36.0], shoonya_1sVE9DRIYNSB9P, 5687254]
