[1447, 1063]
[folio, [427.0, 53.0, 207.0, 18.0], P3iyHtmeBY, 5763213]
[headline, [123.0, 101.0, 815.0, 25.5], shoonya_0sHTZ9NJZXQB0Q, 5763213]
[headline, [123.0, 126.5, 815.0, 25.5], shoonya_0sHTZ9NJZXQB0Q, 5763213]
[headline, [123.0, 152.0, 815.0, 25.5], shoonya_0sHTZ9NJZXQB0Q, 5763213]
[headline, [123.0, 177.5, 815.0, 25.5], shoonya_0sHTZ9NJZXQB0Q, 5763213]
[headline, [123.0, 203.0, 815.0, 25.5], shoonya_0sHTZ9NJZXQB0Q, 5763213]
[paragraph, [104.0, 237.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 255.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 273.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 291.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 309.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 327.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 345.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 363.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 381.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 399.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 417.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [104.0, 435.0, 419.0, 18.0], shoonya_2sF2C8YKRG5779, 5763213]
[paragraph, [530.0, 248.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 266.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 284.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 302.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 320.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 338.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 356.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [530.0, 374.0, 421.0, 18.0], RTGp0uzOve, 5763213]
[paragraph, [531.0, 402.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 420.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 438.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 456.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 474.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 492.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 510.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 528.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 546.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 564.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 582.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 600.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 618.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 636.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 654.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 672.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 690.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 708.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 726.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 744.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 762.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 780.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 798.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 816.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 834.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 852.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 870.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [531.0, 888.0, 418.0, 18.0], xRYnVU4E7h, 5763213]
[paragraph, [105.0, 458.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 476.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 494.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 512.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 530.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 548.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 566.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 584.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 602.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 620.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 638.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 656.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 674.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [105.0, 692.0, 416.0, 18.0], shoonya_3sU39ACHW531IS, 5763213]
[paragraph, [103.0, 724.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 742.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 760.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 778.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 796.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 814.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 832.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 850.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 868.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 886.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [103.0, 904.0, 419.0, 18.0], shoonya_4s4V4JLZ6C2O8A, 5763213]
[paragraph, [530.0, 920.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 938.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 956.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 974.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 992.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1010.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1028.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1046.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1064.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1082.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1100.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1118.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1136.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1154.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1172.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1190.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1208.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1226.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1244.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1262.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1280.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [530.0, 1298.0, 419.0, 18.0], zjtKnuGBr8, 5763213]
[paragraph, [104.0, 932.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 950.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 968.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 986.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1004.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1022.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1040.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1058.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1076.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
