[1298, 853]
[section-title, [268.0, 65.0, 298.0, 30.0], shoonya_1sQFNG35DBXWTP, 5709674]
[paragraph, [60.0, 121.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 139.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 157.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 175.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 193.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 211.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 229.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 247.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 265.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 283.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 301.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 319.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [60.0, 337.0, 726.0, 18.0], 1qhnIXn__V, 5709674]
[paragraph, [65.0, 359.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 377.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 395.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 413.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 431.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 449.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 467.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 485.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 503.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 521.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 539.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 557.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 575.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 593.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 611.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 629.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 647.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 665.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 683.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 701.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 719.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 737.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 755.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 773.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 791.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 809.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 827.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 845.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 863.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 881.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 899.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 917.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 935.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 953.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 971.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 989.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 1007.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 1025.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 1043.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 1061.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [65.0, 1079.0, 719.0, 18.0], ztvWpAghx6, 5709674]
[paragraph, [68.0, 1103.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
[paragraph, [68.0, 1121.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
[paragraph, [68.0, 1139.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
[paragraph, [68.0, 1157.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
[paragraph, [68.0, 1175.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
[paragraph, [68.0, 1193.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
[paragraph, [68.0, 1211.0, 719.0, 18.0], VhKk1EfXpZ, 5709674]
