[792, 612]
[chapter-title, [259.0, 57.0, 134.0, 30.0], gr9mX3OM2W, 5757060]
[paragraph, [441.0, 83.0, 85.0, 18.0], Q_PTgZ-53y, 5757060]
[paragraph, [100.0, 87.0, 74.0, 18.0], p88ZfAOH3B, 5757060]
[paragraph, [104.0, 107.0, 273.0, 18.0], QPdMMdKgzb, 5757060]
[ordered-list, [171.0, 124.0, 360.0, 18.0], NybelWCSAA, 5757060]
[ordered-list, [171.0, 142.0, 360.0, 18.0], NybelWCSAA, 5757060]
[ordered-list, [171.0, 160.0, 360.0, 18.0], NybelWCSAA, 5757060]
[ordered-list, [103.0, 177.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 195.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 213.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 231.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 249.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 267.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 285.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 303.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 321.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 339.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 357.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 375.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 393.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 411.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 429.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 447.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 465.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 483.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 501.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 519.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 537.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 555.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 573.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 591.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 609.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 627.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 645.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 663.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 681.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 699.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[ordered-list, [103.0, 717.0, 458.0, 18.0], shoonya_1s0QW8TZIPXSV9, 5757060]
[sub-ordered-list, [107.0, 302.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 320.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 338.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 356.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 374.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 392.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 410.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 428.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 446.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 464.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 482.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 500.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 518.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 536.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 554.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 572.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 590.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 608.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 626.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 644.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 662.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 680.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 698.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
[sub-ordered-list, [107.0, 716.0, 449.0, 18.0], shoonya_0sQ5V6NZA11X3G, 5757060]
