[2200, 1700]
[paragraph, [224.0, 144.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 180.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 216.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 252.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 288.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 324.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 360.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 396.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 432.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 468.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 504.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 540.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 576.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [224.0, 612.0, 1161.0, 36.0], shoonya_0sN9BZTIYBTYFQ, 5749710]
[paragraph, [219.0, 670.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 706.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 742.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 778.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 814.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 850.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 886.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 922.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 958.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 994.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 1030.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [219.0, 1066.0, 1153.0, 36.0], shoonya_2sIR49VYSQ0CV7, 5749710]
[paragraph, [213.0, 1132.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1168.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1204.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1240.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1276.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1312.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1348.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1384.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1420.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [213.0, 1456.0, 1157.0, 36.0], shoonya_3sK3JX9K7L4CB8, 5749710]
[paragraph, [212.0, 1525.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1561.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1597.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1633.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1669.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1705.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1741.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
[paragraph, [212.0, 1777.0, 1149.0, 36.0], shoonya_4s7SHDW1H4L7BV, 5749710]
