[1034, 680]
[chapter-title, [117.0, 163.0, 428.0, 30.0], shoonya_0sHY51DSWE6R6I, 5739691]
[chapter-title, [117.0, 193.0, 428.0, 30.0], shoonya_0sHY51DSWE6R6I, 5739691]
[section-title, [138.0, 253.0, 368.0, 30.0], duYFxsCMUx, 5739691]
[paragraph, [55.0, 323.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 341.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 359.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 377.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 395.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 413.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 431.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 449.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 467.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 485.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 503.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 521.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 539.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 557.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 575.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 593.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [55.0, 611.0, 564.0, 18.0], VRw-0JY7cU, 5739691]
[paragraph, [57.0, 646.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 664.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 682.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 700.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 718.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 736.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 754.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 772.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 790.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 808.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 826.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 844.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 862.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 880.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 898.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 916.0, 549.0, 18.0], e5p3muuc1R, 5739691]
[paragraph, [57.0, 934.0, 549.0, 18.0], e5p3muuc1R, 5739691]
