[1565, 1152]
[paragraph, [97.0, 129.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 165.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 201.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 237.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 273.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 309.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 345.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 381.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 417.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 453.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 489.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 525.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 561.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [97.0, 597.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [731.0, 129.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 165.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 201.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 237.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 273.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 309.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 345.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 381.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 417.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 453.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 489.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 525.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 561.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 597.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [731.0, 633.0, 317.0, 36.0], shoonya_10sWEJQUTMZAWF, 5712409]
[paragraph, [423.0, 130.0, 295.0, 36.0], shoonya_4s2L1G5C1L1ZB8, 5712409]
[paragraph, [423.0, 166.0, 295.0, 36.0], shoonya_4s2L1G5C1L1ZB8, 5712409]
[paragraph, [423.0, 202.0, 295.0, 36.0], shoonya_4s2L1G5C1L1ZB8, 5712409]
[paragraph, [423.0, 238.0, 295.0, 36.0], shoonya_4s2L1G5C1L1ZB8, 5712409]
[paragraph, [423.0, 274.0, 295.0, 36.0], shoonya_4s2L1G5C1L1ZB8, 5712409]
[paragraph, [418.0, 320.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 356.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 392.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 428.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 464.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 500.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 536.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 572.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 608.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 644.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 680.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 716.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 752.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 788.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [418.0, 824.0, 310.0, 36.0], shoonya_0sJCS4VM8JTVU9, 5712409]
[paragraph, [97.0, 666.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 702.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 738.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 774.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 810.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 846.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 882.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [97.0, 918.0, 309.0, 36.0], shoonya_5sCTJAKHS6WSF4, 5712409]
[paragraph, [734.0, 687.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 723.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 759.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 795.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 831.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 867.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 903.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 939.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 975.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1011.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1047.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1083.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
