[2339, 1653]
[folio, [1201.0, 311.0, 311.0, 36.0], qbnmKYXWZM, 5738142]
[options, [240.0, 653.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 689.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 725.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 761.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 797.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 833.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 869.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 905.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 941.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 977.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 1013.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [240.0, 1049.0, 572.0, 36.0], shoonya_8s8HHRSQKDB59L, 5738142]
[options, [915.0, 746.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 782.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 818.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 854.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 890.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 926.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 962.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 998.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 1034.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 1070.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 1106.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [915.0, 1142.0, 339.0, 36.0], shoonya_9sW5Q4F9WUAK9E, 5738142]
[options, [208.0, 1418.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1454.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1490.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1526.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1562.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1598.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1634.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1670.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1706.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1742.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1778.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1814.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [208.0, 1850.0, 414.0, 36.0], 6eU9-WYeI4, 5738142]
[options, [889.0, 1478.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1514.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1550.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1586.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1622.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1658.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1694.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1730.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1766.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1802.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1838.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[options, [889.0, 1874.0, 383.0, 36.0], hB5W7iMdnt, 5738142]
[folio, [1357.0, 1994.0, 138.0, 36.0], PLbMMsKvir, 5738142]
