[1050, 693]
[folio, [81.0, 77.0, 88.0, 18.0], shoonya_0s250M1OMYGEOL, 5702289]
[paragraph, [59.0, 125.0, 582.0, 18.0], shoonya_1sG6HJ2DBYAV0S, 5702289]
[paragraph, [59.0, 143.0, 582.0, 18.0], shoonya_1sG6HJ2DBYAV0S, 5702289]
[paragraph, [59.0, 161.0, 582.0, 18.0], shoonya_1sG6HJ2DBYAV0S, 5702289]
[paragraph, [60.0, 194.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 212.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 230.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 248.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 266.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 284.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 302.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 320.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 338.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 356.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 374.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 392.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 410.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 428.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [60.0, 446.0, 578.0, 18.0], shoonya_2s3O4H3KAISH9R, 5702289]
[paragraph, [58.0, 476.0, 579.0, 18.0], shoonya_5sP1U0O0XNOR3T, 5702289]
[paragraph, [58.0, 494.0, 579.0, 18.0], shoonya_5sP1U0O0XNOR3T, 5702289]
[paragraph, [58.0, 512.0, 579.0, 18.0], shoonya_5sP1U0O0XNOR3T, 5702289]
[paragraph, [58.0, 530.0, 579.0, 18.0], shoonya_5sP1U0O0XNOR3T, 5702289]
[paragraph, [58.0, 548.0, 579.0, 18.0], shoonya_5sP1U0O0XNOR3T, 5702289]
[paragraph, [58.0, 566.0, 579.0, 18.0], shoonya_5sP1U0O0XNOR3T, 5702289]
[paragraph, [58.0, 606.0, 575.0, 18.0], shoonya_3sVICIFZ2OKN0L, 5702289]
[paragraph, [58.0, 624.0, 575.0, 18.0], shoonya_3sVICIFZ2OKN0L, 5702289]
[paragraph, [58.0, 642.0, 575.0, 18.0], shoonya_3sVICIFZ2OKN0L, 5702289]
[paragraph, [58.0, 660.0, 575.0, 18.0], shoonya_3sVICIFZ2OKN0L, 5702289]
[paragraph, [58.0, 678.0, 575.0, 18.0], shoonya_3sVICIFZ2OKN0L, 5702289]
[paragraph, [58.0, 696.0, 575.0, 18.0], shoonya_3sVICIFZ2OKN0L, 5702289]
[paragraph, [57.0, 735.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 753.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 771.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 789.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 807.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 825.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 843.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 861.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 879.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 897.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 915.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 933.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
[paragraph, [57.0, 951.0, 584.0, 18.0], shoonya_4sSEZZM3TFA1F0, 5702289]
