[1425, 1088]
[paragraph, [157.0, 113.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 131.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 149.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 167.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 185.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 203.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 221.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 239.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 257.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 275.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [157.0, 293.0, 811.0, 18.0], shoonya_5sDBMX28YHCLJB, 5759120]
[paragraph, [136.0, 350.0, 850.0, 18.0], shoonya_3s9AQLXRJ72GWE, 5759120]
[paragraph, [136.0, 368.0, 850.0, 18.0], shoonya_3s9AQLXRJ72GWE, 5759120]
[paragraph, [133.0, 416.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 434.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 452.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 470.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 488.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 506.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 524.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 542.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 560.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 578.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 596.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 614.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 632.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 650.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 668.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 686.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 704.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 722.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 740.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 758.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 776.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 794.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 812.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [133.0, 830.0, 834.0, 18.0], shoonya_0s7SARINBXRAW1, 5759120]
[paragraph, [136.0, 873.0, 846.0, 18.0], shoonya_4sD2DUAZQMZC4H, 5759120]
[paragraph, [136.0, 891.0, 846.0, 18.0], shoonya_4sD2DUAZQMZC4H, 5759120]
[paragraph, [136.0, 909.0, 846.0, 18.0], shoonya_4sD2DUAZQMZC4H, 5759120]
[paragraph, [135.0, 962.0, 851.0, 18.0], shoonya_2sS9E9HJ06NY6X, 5759120]
[paragraph, [135.0, 980.0, 851.0, 18.0], shoonya_2sS9E9HJ06NY6X, 5759120]
[paragraph, [135.0, 998.0, 851.0, 18.0], shoonya_2sS9E9HJ06NY6X, 5759120]
[paragraph, [135.0, 1016.0, 851.0, 18.0], shoonya_2sS9E9HJ06NY6X, 5759120]
[paragraph, [135.0, 1034.0, 851.0, 18.0], shoonya_2sS9E9HJ06NY6X, 5759120]
[paragraph, [135.0, 1052.0, 851.0, 18.0], shoonya_2sS9E9HJ06NY6X, 5759120]
[folio, [136.0, 1356.0, 150.0, 18.0], hl-q5xgnhc, 5759120]
