[1625, 1211]
[paragraph, [433.0, 80.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 116.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 152.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 188.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 224.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 260.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 296.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 332.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 368.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [433.0, 404.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [797.0, 81.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [797.0, 117.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [797.0, 153.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [797.0, 189.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [797.0, 225.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [797.0, 261.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [797.0, 297.0, 335.0, 36.0], shoonya_2sWSO1TEOSIY98, 5742165]
[paragraph, [71.0, 88.0, 354.0, 36.0], shoonya_5sBFI484VPOHLH, 5742165]
[paragraph, [71.0, 124.0, 354.0, 36.0], shoonya_5sBFI484VPOHLH, 5742165]
[paragraph, [71.0, 160.0, 354.0, 36.0], shoonya_5sBFI484VPOHLH, 5742165]
[paragraph, [71.0, 196.0, 354.0, 36.0], shoonya_5sBFI484VPOHLH, 5742165]
[paragraph, [70.0, 274.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 310.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 346.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 382.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 418.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 454.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 490.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 526.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 562.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 598.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 634.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 670.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 706.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 742.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 778.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 814.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 850.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [70.0, 886.0, 351.0, 36.0], shoonya_1s7AABKFI3HJ3G, 5742165]
[paragraph, [795.0, 374.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 410.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 446.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 482.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 518.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 554.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 590.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 626.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 662.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 698.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 734.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [795.0, 770.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
