[1241, 798]
[section-title, [336.0, 72.0, 131.0, 30.0], shoonya_2s561JEQ9406YV, 5702285]
[paragraph, [275.0, 117.0, 252.0, 18.0], zExjswd2R-, 5702285]
[paragraph, [275.0, 135.0, 252.0, 18.0], zExjswd2R-, 5702285]
[ordered-list, [88.0, 155.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 173.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 191.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 209.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 227.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 245.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 263.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 281.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 299.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 317.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 335.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 353.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 371.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 389.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 407.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 425.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 443.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 461.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 479.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 497.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 515.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 533.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 551.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 569.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 587.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 605.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 623.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 641.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 659.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 677.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 695.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 713.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 731.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 749.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 767.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 785.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 803.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 821.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 839.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 857.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 875.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 893.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 911.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 929.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 947.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 965.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 983.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 1001.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 1019.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 1037.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 1055.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 1073.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
[ordered-list, [88.0, 1091.0, 629.0, 18.0], shoonya_0sJK4AN5UKTOJT, 5702285]
