[6000, 4167]
[chapter-title, [1073.0, 1070.0, 1949.0, 165.0], shoonya_0s2YR98INNSXSP, 5721777]
[chapter-title, [1073.0, 1235.0, 1949.0, 165.0], shoonya_0s2YR98INNSXSP, 5721777]
[chapter-title, [1073.0, 1400.0, 1949.0, 165.0], shoonya_0s2YR98INNSXSP, 5721777]
[section-title, [1520.0, 1970.0, 1135.0, 93.0], Cc4lrM7AJl, 5721777]
[section-title, [1520.0, 2063.0, 1135.0, 93.0], Cc4lrM7AJl, 5721777]
[sub-section-title, [1307.0, 2413.0, 1526.0, 73.5], 4Lt68ZksNz, 5721777]
[sub-section-title, [1307.0, 2486.5, 1526.0, 73.5], 4Lt68ZksNz, 5721777]
[sub-section-title, [1307.0, 2560.0, 1526.0, 73.5], 4Lt68ZksNz, 5721777]
[paragraph, [556.0, 2870.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 2922.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 2975.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3027.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3080.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3132.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3185.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3237.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3290.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3342.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3395.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3447.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3500.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3552.5, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [556.0, 3605.0, 3047.0, 52.5], shoonya_1sRM8ZE408PL8I, 5721777]
[paragraph, [541.0, 3763.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 3815.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 3868.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 3920.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 3973.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4025.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4078.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4130.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4183.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4235.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4288.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4340.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4393.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4445.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4498.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4550.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4603.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4655.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4708.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4760.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4813.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4865.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4918.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 4970.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5023.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5075.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5128.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5180.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5233.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5285.5, 3067.0, 52.5], ZalN48xkvk, 5721777]
[paragraph, [541.0, 5338.0, 3067.0, 52.5], ZalN48xkvk, 5721777]
