[2339, 1656]
[paragraph, [180.0, 165.0, 1301.0, 36.0], LY4AcEGc1g, 5752505]
[paragraph, [180.0, 201.0, 1301.0, 36.0], LY4AcEGc1g, 5752505]
[paragraph, [180.0, 237.0, 1301.0, 36.0], LY4AcEGc1g, 5752505]
[paragraph, [180.0, 273.0, 1301.0, 36.0], LY4AcEGc1g, 5752505]
[paragraph, [181.0, 360.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 396.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 432.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 468.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 504.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 540.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 576.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 612.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 648.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 684.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 720.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 756.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 792.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 828.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 864.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 900.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 936.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 972.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1008.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1044.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1080.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1116.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1152.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1188.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1224.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1260.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1296.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1332.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1368.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [181.0, 1404.0, 1297.0, 36.0], shoonya_3sJ6Z9QP8EDCDU, 5752505]
[paragraph, [188.0, 1476.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1512.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1548.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1584.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1620.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1656.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1692.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1728.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1764.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1800.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1836.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1872.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1908.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1944.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 1980.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 2016.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[paragraph, [188.0, 2052.0, 1283.0, 36.0], shoonya_2sFTELBOWSLX0L, 5752505]
[folio, [290.0, 2146.0, 495.0, 36.0], oJNXcdkfJ5, 5752505]
