[2339, 1653]
[paragraph, [233.0, 204.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 240.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 276.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 312.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 348.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 384.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 420.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 456.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 492.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 528.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 564.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 600.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 636.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [233.0, 672.0, 1182.0, 36.0], shoonya_0sQLML9GZB77T9, 5686898]
[paragraph, [600.0, 729.0, 432.0, 36.0], shoonya_5s5DWQ0C1FHU2D, 5686898]
[paragraph, [600.0, 765.0, 432.0, 36.0], shoonya_5s5DWQ0C1FHU2D, 5686898]
[paragraph, [601.0, 843.0, 409.0, 36.0], ElnIuKtaPH, 5686898]
[paragraph, [601.0, 879.0, 409.0, 36.0], ElnIuKtaPH, 5686898]
[reference, [1016.0, 884.0, 190.0, 36.0], 2UD8PJSeXI, 5686898]
[paragraph, [619.0, 979.0, 398.0, 36.0], A8jGplfOGI, 5686898]
[paragraph, [619.0, 1015.0, 398.0, 36.0], A8jGplfOGI, 5686898]
[paragraph, [619.0, 1051.0, 398.0, 36.0], A8jGplfOGI, 5686898]
[paragraph, [599.0, 1093.0, 404.0, 36.0], SD46mRIGKI, 5686898]
[paragraph, [599.0, 1129.0, 404.0, 36.0], SD46mRIGKI, 5686898]
[reference, [1010.0, 1138.0, 235.0, 36.0], K0r0u7yWt9, 5686898]
[paragraph, [234.0, 1199.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1235.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1271.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1307.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1343.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1379.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1415.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1451.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1487.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1523.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1559.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1595.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1631.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1667.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1703.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [234.0, 1739.0, 1178.0, 36.0], shoonya_1sDZKFU7RDCRYB, 5686898]
[paragraph, [240.0, 1913.0, 1170.0, 36.0], shoonya_2sTTT0TYW446O5, 5686898]
[paragraph, [240.0, 1949.0, 1170.0, 36.0], shoonya_2sTTT0TYW446O5, 5686898]
[paragraph, [240.0, 1985.0, 1170.0, 36.0], shoonya_2sTTT0TYW446O5, 5686898]
