[2200, 1700]
[folio, [778.0, 394.0, 157.0, 36.0], DXoWF2HDx-, 5732535]
[paragraph, [463.0, 491.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 527.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 563.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 599.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 635.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 671.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 707.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 743.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 779.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 815.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 851.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 887.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 923.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 959.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 995.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1031.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1067.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1103.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1139.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1175.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1211.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1247.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1283.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1319.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1355.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1391.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1427.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1463.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1499.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1535.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1571.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1607.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1643.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1679.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[paragraph, [463.0, 1715.0, 787.0, 36.0], shoonya_0s7OIOZTWXM302, 5732535]
[footnote, [1286.0, 2021.0, 231.0, 36.0], 9owrnsnUtK, 5732535]
[footnote, [1286.0, 2057.0, 231.0, 36.0], 9owrnsnUtK, 5732535]
[footnote, [1286.0, 2093.0, 231.0, 36.0], 9owrnsnUtK, 5732535]
[folio, [808.0, 2113.0, 176.0, 36.0], WLWMtn-Hqz, 5732535]
