[842, 596]
[placeholder-text, [6.0, 87.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 105.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 123.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 141.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 159.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 177.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 195.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 213.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 231.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 249.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 267.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 285.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 303.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 321.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 339.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 357.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 375.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 393.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 411.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 429.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 447.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 465.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 483.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 501.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 519.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 537.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 555.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 573.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 591.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 609.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 627.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 645.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 663.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 681.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 699.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[placeholder-text, [6.0, 717.0, 581.0, 18.0], shoonya_0s7D8X16LQN9CX, 5772939]
[folio, [62.0, 745.0, 58.0, 18.0], KOTbOGEFQB, 5772939]
