[2339, 1654]
[folio, [101.0, 35.0, 740.0, 36.0], OmmKPtM5aU, 5751418]
[folio, [101.0, 71.0, 740.0, 36.0], OmmKPtM5aU, 5751418]
[paragraph, [93.0, 101.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 137.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 173.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 209.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 245.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 281.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 317.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 353.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 389.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 425.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 461.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 497.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 533.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 569.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 605.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 641.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 677.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 713.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 749.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 785.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 821.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 857.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 893.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 929.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 965.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 1001.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 1037.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [93.0, 1073.0, 1461.0, 36.0], shoonya_0sYHHO101TCW9O, 5751418]
[paragraph, [239.0, 1118.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1154.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1190.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1226.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1262.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1298.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1334.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1370.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1406.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1442.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1478.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1514.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1550.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [239.0, 1586.0, 1188.0, 36.0], rMNX3lBKnb, 5751418]
[paragraph, [88.0, 1716.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1752.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1788.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1824.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1860.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1896.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1932.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 1968.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 2004.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 2040.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 2076.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 2112.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 2148.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
[paragraph, [88.0, 2184.0, 1445.0, 36.0], shoonya_1sODRYQTLO50DG, 5751418]
