[1754, 1241]
[section-title, [515.0, 262.0, 186.0, 49.5], 4Su_BIX5R4, 5761693]
[paragraph, [192.0, 382.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 418.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 454.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 490.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 526.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 562.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 598.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [192.0, 634.0, 841.0, 36.0], shoonya_0sQE0ASEWDMMVF, 5761693]
[paragraph, [195.0, 730.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 766.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 802.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 838.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 874.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 910.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 946.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [195.0, 982.0, 839.0, 36.0], shoonya_1sNYEB0IUOTJD4, 5761693]
[paragraph, [193.0, 1085.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1121.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1157.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1193.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1229.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1265.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1301.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1337.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
[paragraph, [193.0, 1373.0, 838.0, 36.0], shoonya_2s4XUF8H9AZRNA, 5761693]
