[1565, 1152]
[paragraph, [741.0, 127.0, 286.0, 36.0], shoonya_13sO0LRYKKG59W, 5712426]
[paragraph, [741.0, 163.0, 286.0, 36.0], shoonya_13sO0LRYKKG59W, 5712426]
[paragraph, [741.0, 199.0, 286.0, 36.0], shoonya_13sO0LRYKKG59W, 5712426]
[paragraph, [107.0, 131.0, 301.0, 36.0], shoonya_10s1CLYHF8RC49, 5712426]
[paragraph, [107.0, 167.0, 301.0, 36.0], shoonya_10s1CLYHF8RC49, 5712426]
[paragraph, [107.0, 203.0, 301.0, 36.0], shoonya_10s1CLYHF8RC49, 5712426]
[paragraph, [427.0, 169.0, 299.0, 36.0], shoonya_8sA5B4BZE77MTR, 5712426]
[paragraph, [427.0, 205.0, 299.0, 36.0], shoonya_8sA5B4BZE77MTR, 5712426]
[paragraph, [427.0, 241.0, 299.0, 36.0], shoonya_8sA5B4BZE77MTR, 5712426]
[paragraph, [427.0, 277.0, 299.0, 36.0], shoonya_8sA5B4BZE77MTR, 5712426]
[paragraph, [427.0, 313.0, 299.0, 36.0], shoonya_8sA5B4BZE77MTR, 5712426]
[paragraph, [427.0, 349.0, 299.0, 36.0], shoonya_8sA5B4BZE77MTR, 5712426]
[paragraph, [743.0, 239.0, 288.0, 36.0], shoonya_5s5Y5Q11W2CKJF, 5712426]
[paragraph, [743.0, 275.0, 288.0, 36.0], shoonya_5s5Y5Q11W2CKJF, 5712426]
[paragraph, [743.0, 311.0, 288.0, 36.0], shoonya_5s5Y5Q11W2CKJF, 5712426]
[paragraph, [743.0, 347.0, 288.0, 36.0], shoonya_5s5Y5Q11W2CKJF, 5712426]
[paragraph, [743.0, 383.0, 288.0, 36.0], shoonya_5s5Y5Q11W2CKJF, 5712426]
[paragraph, [107.0, 243.0, 298.0, 36.0], shoonya_9sCUGCQNNQR7DJ, 5712426]
[paragraph, [107.0, 279.0, 298.0, 36.0], shoonya_9sCUGCQNNQR7DJ, 5712426]
[paragraph, [107.0, 315.0, 298.0, 36.0], shoonya_9sCUGCQNNQR7DJ, 5712426]
[paragraph, [107.0, 351.0, 298.0, 36.0], shoonya_9sCUGCQNNQR7DJ, 5712426]
[paragraph, [107.0, 387.0, 298.0, 36.0], shoonya_9sCUGCQNNQR7DJ, 5712426]
[paragraph, [428.0, 406.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 442.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 478.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 514.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 550.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 586.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 622.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [428.0, 658.0, 288.0, 36.0], shoonya_0s2KQA2PDRALZU, 5712426]
[paragraph, [739.0, 450.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [739.0, 486.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [739.0, 522.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [739.0, 558.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [739.0, 594.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [739.0, 630.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [739.0, 666.0, 291.0, 36.0], shoonya_1sOQBAEJG43NAW, 5712426]
[paragraph, [106.0, 460.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [106.0, 496.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [106.0, 532.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [106.0, 568.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [106.0, 604.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [106.0, 640.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [106.0, 676.0, 306.0, 36.0], shoonya_15sZIECDZ40JZ8, 5712426]
[paragraph, [743.0, 722.0, 294.0, 36.0], shoonya_6sZ7P9B0LIOX2W, 5712426]
[paragraph, [743.0, 758.0, 294.0, 36.0], shoonya_6sZ7P9B0LIOX2W, 5712426]
[paragraph, [743.0, 794.0, 294.0, 36.0], shoonya_6sZ7P9B0LIOX2W, 5712426]
[paragraph, [743.0, 830.0, 294.0, 36.0], shoonya_6sZ7P9B0LIOX2W, 5712426]
[paragraph, [743.0, 866.0, 294.0, 36.0], shoonya_6sZ7P9B0LIOX2W, 5712426]
[paragraph, [418.0, 732.0, 305.0, 36.0], shoonya_7sV0FP98C5E7IT, 5712426]
[paragraph, [418.0, 768.0, 305.0, 36.0], shoonya_7sV0FP98C5E7IT, 5712426]
[paragraph, [418.0, 804.0, 305.0, 36.0], shoonya_7sV0FP98C5E7IT, 5712426]
[paragraph, [418.0, 840.0, 305.0, 36.0], shoonya_7sV0FP98C5E7IT, 5712426]
[paragraph, [418.0, 876.0, 305.0, 36.0], shoonya_7sV0FP98C5E7IT, 5712426]
[paragraph, [105.0, 748.0, 282.0, 36.0], shoonya_18sV1BC9SWMZY0, 5712426]
[paragraph, [105.0, 784.0, 282.0, 36.0], shoonya_18sV1BC9SWMZY0, 5712426]
[paragraph, [105.0, 820.0, 282.0, 36.0], shoonya_18sV1BC9SWMZY0, 5712426]
[paragraph, [105.0, 856.0, 282.0, 36.0], shoonya_18sV1BC9SWMZY0, 5712426]
[paragraph, [105.0, 892.0, 282.0, 36.0], shoonya_18sV1BC9SWMZY0, 5712426]
[paragraph, [107.0, 936.0, 274.0, 36.0], shoonya_2sQIU9LNTREDBC, 5712426]
[paragraph, [107.0, 972.0, 274.0, 36.0], shoonya_2sQIU9LNTREDBC, 5712426]
[paragraph, [107.0, 1008.0, 274.0, 36.0], shoonya_2sQIU9LNTREDBC, 5712426]
[paragraph, [107.0, 1044.0, 274.0, 36.0], shoonya_2sQIU9LNTREDBC, 5712426]
[paragraph, [107.0, 1080.0, 274.0, 36.0], shoonya_2sQIU9LNTREDBC, 5712426]
[paragraph, [742.0, 937.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 973.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1009.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1045.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1081.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1117.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1153.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1189.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1225.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1261.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1297.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1333.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [742.0, 1369.0, 296.0, 36.0], shoonya_4s3TVT5GURUGB1, 5712426]
[paragraph, [429.0, 948.0, 250.0, 36.0], shoonya_12s33O7JJ8GSHA, 5712426]
[paragraph, [429.0, 984.0, 250.0, 36.0], shoonya_12s33O7JJ8GSHA, 5712426]
[paragraph, [429.0, 1033.0, 290.0, 36.0], shoonya_3sN5D3WC5ERZEW, 5712426]
[paragraph, [429.0, 1069.0, 290.0, 36.0], shoonya_3sN5D3WC5ERZEW, 5712426]
[paragraph, [429.0, 1105.0, 290.0, 36.0], shoonya_3sN5D3WC5ERZEW, 5712426]
[paragraph, [429.0, 1141.0, 290.0, 36.0], shoonya_3sN5D3WC5ERZEW, 5712426]
[paragraph, [103.0, 1151.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [103.0, 1187.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [103.0, 1223.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [103.0, 1259.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [103.0, 1295.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [103.0, 1331.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [103.0, 1367.0, 312.0, 36.0], shoonya_16sQE644AU7S3N, 5712426]
[paragraph, [419.0, 1197.0, 305.0, 36.0], shoonya_11sXXSN9YGXRQ9, 5712426]
[paragraph, [419.0, 1233.0, 305.0, 36.0], shoonya_11sXXSN9YGXRQ9, 5712426]
[paragraph, [419.0, 1269.0, 305.0, 36.0], shoonya_11sXXSN9YGXRQ9, 5712426]
[paragraph, [419.0, 1305.0, 305.0, 36.0], shoonya_11sXXSN9YGXRQ9, 5712426]
[paragraph, [419.0, 1341.0, 305.0, 36.0], shoonya_11sXXSN9YGXRQ9, 5712426]
[paragraph, [419.0, 1377.0, 305.0, 36.0], shoonya_11sXXSN9YGXRQ9, 5712426]
[folio, [113.0, 1456.0, 143.0, 36.0], 7IBYEPx1jJ, 5712426]
