[4800, 7200]
[headline, [36.0, 27.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 79.5, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 132.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 184.5, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 237.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 289.5, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 342.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 394.5, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 447.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 499.5, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 552.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 604.5, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[headline, [36.0, 657.0, 7109.0, 52.5], 8tYb5Vy78C, 5695244]
[paragraph, [261.0, 775.0, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 827.5, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 880.0, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 932.5, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 985.0, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 1037.5, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 1090.0, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 1142.5, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 1195.0, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 1247.5, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
[paragraph, [261.0, 1300.0, 6686.0, 52.5], 9PiKjAVDa4, 5695244]
